accuracy,precision,recall,f1,args
0.8307692307692308,0.7995111571198527,0.8139730639730639,0.7874144742033701,Namespace(dataset='glass')
0.8307692307692308,0.7995111571198527,0.8139730639730639,0.7874144742033701,Namespace(dataset='glass')
0.8307692307692308,0.7995111571198527,0.8139730639730639,0.7874144742033701,Namespace(dataset='glass')
0.676923076923077,0.6365884518058431,0.6764069264069263,0.641323396225357,Namespace(dataset='glass')
